grid_id,species,province,year,date_source,disc_year,pub_year,lag,longitude,latitude,in_pa,in_pa_national,nearest_pa_name,nearest_pa_level,nearest_pa_type,nearest_pa_year,dist_to_pa_km,ax,ay,prov_geo,grid_id2,in_pa_b0,in_pa_b1_1,in_pa_b3,in_pa_b5,method,cause,method_grp,bio1,bio12,elev,warming_rate,climate_velocity,climate_exposure,unit_county,provgeo_county,unit_prefecture,provgeo_prefecture,valid_county,valid_prefecture
112,Treron sphenurus,Guangdong,2022,discovery_date,2022,2023,1,112.55,23.17,FALSE,FALSE,广东四会绥江鼋,local,野生动物,1990,23.3652531538391,776794.456784423,2441405.96028544,Guangdong,112,FALSE,FALSE,FALSE,FALSE,"","",unknown,2.20904998779297,1756,3,0.162594727376706,0.0242739372407283,0.0586741474778168,441203,Guangdong,441200,Guangdong,TRUE,TRUE
115,Lophura nycthemera,Guangdong,2022,discovery_date,2022,2024,2,114.23,22.9,FALSE,FALSE,广东东莞莲花山,local,森林生态,2000,4.61782904017934,951949.94744028,2426422.37145028,Guangdong,115,FALSE,FALSE,FALSE,TRUE,"","",unknown,2.12783336639404,1920,214,0.162594727376706,0.0242739372407283,0.0586741474778168,441900,Guangdong,441900,Guangdong,TRUE,TRUE
127,Mergus serrator,Yunnan,2016,discovery_date,2016,2017,1,103.3,23.59,FALSE,FALSE,云南文山,national,森林生态,1980,59.5412402079609,-174275.093575293,2459626.81300096,Yunnan,127,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.63786659240723,1056,1595,0.203671072863646,0.0414938965274204,0.0642392426901583,532502,Yunnan,532500,Yunnan,TRUE,TRUE
144,Sasia ochracea,Guangdong,2013,discovery_date,2013,2014,1,111.88,23.45,FALSE,FALSE,广东广宁鼋,local,野生动物,1990,66.5984452466122,705840.309068241,2467167.45544118,Guangdong,144,FALSE,FALSE,FALSE,FALSE,"","",unknown,2.14303340911865,1632,89,0.162594727376706,0.0242739372407283,0.0586741474778168,441225,Guangdong,441200,Guangdong,TRUE,TRUE
154,Zoothera monticola,Yunnan,2007,discovery_date,2007,2007,0,97.83,24.02,FALSE,FALSE,德党后山水源林,local,森林生态,1984,130.913902310892,-731004.146484586,2531992.05739897,Yunnan,154,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.95443325042725,1565,1050,0.203671072863646,0.0414938965274204,0.0642392426901583,533102,Yunnan,533100,Yunnan,TRUE,TRUE
161,Charadrius veredus,Yunnan,2016,discovery_date,2016,2024,8,101.82,24.03,FALSE,FALSE,云南元江,provincial,森林生态,1989,29.9200100044655,-324402.197207125,2511884.30209577,Yunnan,161,FALSE,FALSE,FALSE,FALSE,观察和拍摄,"",birdwatching,1.72318325042725,950,1618,0.203671072863646,0.0414938965274204,0.0642392426901583,530427,Yunnan,530400,Yunnan,TRUE,TRUE
194,Hydrophasianus chirurgus,Yunnan,2024,discovery_date,2024,2025,1,98.53,24.4,FALSE,FALSE,德党后山水源林,local,森林生态,1984,69.5105671872963,-657009.092632326,2568988.21093215,Yunnan,194,FALSE,FALSE,FALSE,FALSE,标本采集（死亡）,"",professional_survey,1.75319995880127,1494,1440,0.203671072863646,0.0414938965274204,0.0642392426901583,533103,Yunnan,533100,Yunnan,TRUE,TRUE
202,Chlidonias leucopterus,Yunnan,2006,discovery_date,2006,2008,2,102.69,24.81,TRUE,FALSE,滇池,provincial,湿地生态,1981,0,-233663.184382257,2595651.50706731,Yunnan,202,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.43251667022705,925,2086,0.203671072863646,0.0414938965274204,0.0642392426901583,530112,Yunnan,530100,Yunnan,TRUE,TRUE
203,Lanius sphenocercus,Yunnan,2017,discovery_date,2017,2019,2,103.22,24.6,FALSE,FALSE,帽天山,provincial,古生物遗迹,1997,26.9301247433833,-180475.413048573,2571310.06342442,Yunnan,203,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.52930002212524,920,1873,0.203671072863646,0.0414938965274204,0.0642392426901583,530126,Yunnan,530100,Yunnan,TRUE,TRUE
210,Niltava grandis,Guangxi,2002,discovery_date,2002,2003,1,106.35,24.52,FALSE,FALSE,广西岑王老山,national,森林生态,1982,3.51612703256764,137000.866601235,2561774.02256258,Guangxi,210,FALSE,FALSE,FALSE,TRUE,"","",unknown,1.66383323669434,1270,1121,0.233121858022171,0.0366689971097029,0.0800731827586212,451029,Guangxi,451000,Guangxi,TRUE,TRUE
210,Syrmaticus reevesii,Guangxi,2020,discovery_date,2020,2021,1,106.28,24.8,TRUE,TRUE,广西雅长兰科植物,national,野生植物,2005,0,129498.072354699,2592660.76862547,Guangxi,210,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.66383323669434,1270,1121,0.233121858022171,0.0366689971097029,0.0800731827586212,451028,Guangxi,451000,Guangxi,TRUE,TRUE
226,Chalcophaps indica,Jiangxi,2004,discovery_date,2004,2011,7,114.38,24.49,FALSE,FALSE,江西九连山,national,森林生态,1981,2.17920452401146,950829.083801873,2602474.95346034,Guangdong,226,FALSE,FALSE,TRUE,TRUE,"","",unknown,1.90653343200684,1812,479,0.162594727376706,0.0242739372407283,0.0586741474778168,441623,Guangdong,441600,Guangdong,FALSE,FALSE
226,Dicaeum cruentatum,Jiangxi,2008,discovery_date,2008,2011,3,114.38,24.49,FALSE,FALSE,江西九连山,national,森林生态,1981,2.17920452401146,950829.083801873,2602474.95346034,Guangdong,226,FALSE,FALSE,TRUE,TRUE,"","",unknown,1.90653343200684,1812,479,0.162594727376706,0.0242739372407283,0.0586741474778168,441623,Guangdong,441600,Guangdong,FALSE,FALSE
226,Dicaeum minullum,Jiangxi,2003,discovery_date,2003,2011,8,114.38,24.49,FALSE,FALSE,江西九连山,national,森林生态,1981,2.17920452401146,950829.083801873,2602474.95346034,Guangdong,226,FALSE,FALSE,TRUE,TRUE,"","",unknown,1.90653343200684,1812,479,0.162594727376706,0.0242739372407283,0.0586741474778168,441623,Guangdong,441600,Guangdong,FALSE,FALSE
226,Otus spilocephalus,Jiangxi,2004,discovery_date,2004,2011,7,114.38,24.49,FALSE,FALSE,江西九连山,national,森林生态,1981,2.17920452401146,950829.083801873,2602474.95346034,Guangdong,226,FALSE,FALSE,TRUE,TRUE,"","",unknown,1.90653343200684,1812,479,0.162594727376706,0.0242739372407283,0.0586741474778168,441623,Guangdong,441600,Guangdong,FALSE,FALSE
226,Timalia pileata,Jiangxi,2003,discovery_date,2003,2011,8,114.38,24.49,FALSE,FALSE,江西九连山,national,森林生态,1981,2.17920452401146,950829.083801873,2602474.95346034,Guangdong,226,FALSE,FALSE,TRUE,TRUE,"","",unknown,1.90653343200684,1812,479,0.162594727376706,0.0242739372407283,0.0586741474778168,441623,Guangdong,441600,Guangdong,FALSE,FALSE
226,Treron sieboldii,Jiangxi,2004,discovery_date,2004,2011,7,114.38,24.49,FALSE,FALSE,江西九连山,national,森林生态,1981,2.17920452401146,950829.083801873,2602474.95346034,Guangdong,226,FALSE,FALSE,TRUE,TRUE,"","",unknown,1.90653343200684,1812,479,0.162594727376706,0.0242739372407283,0.0586741474778168,441623,Guangdong,441600,Guangdong,FALSE,FALSE
239,Crex crex,Yunnan,2011,discovery_date,2011,2012,1,100.33,24.9,FALSE,FALSE,青华绿孔雀,provincial,野生动物,1988,25.0234358331065,-471783.874663403,2613996.1022545,Yunnan,239,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.86616668701172,891,1482,0.203671072863646,0.0414938965274204,0.0642392426901583,532926,Yunnan,532900,Yunnan,TRUE,TRUE
248,Chloris ambigua,Guangxi,2004,discovery_date,2004,2006,2,105.2,24.97,FALSE,FALSE,广西金钟山,provincial,野生动物,1982,42.8595473825605,20196.6986132794,2610670.97041147,Guangxi,248,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.68446674346924,1266,1275,0.144323990786465,0.0298168180438408,0.0560273132062786,451031,Guangxi,451000,Guangxi,TRUE,TRUE
248,Ficedula erithacus,Guizhou,2021,discovery_date,2021,2024,3,104.9,25.09,FALSE,FALSE,云南富源十八连山,provincial,野生植物,1985,19.5920102130498,-10084.9641366569,2623949.68343311,Guizhou,248,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.68446674346924,1266,1275,0.144323990786465,0.0298168180438408,0.0560273132062786,522301,Guizhou,522300,Guizhou,TRUE,TRUE
254,Artamus fuscus,Guizhou,2014,discovery_date,2014,2015,1,108.02,25.23,TRUE,TRUE,贵州茂兰,national,森林生态,1986,0,304047.100816263,2644085.17276314,Guizhou,254,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.74080009460449,1388,649,0.233121858022171,0.0366689971097029,0.0800731827586212,522722,Guizhou,522700,Guizhou,TRUE,TRUE
261,Hemitesia pallidipes,Hunan,2023,discovery_date,2023,2024,1,111.48,24.84,FALSE,FALSE,永州都庞岭,national,森林生态,1982,57.4882968765522,654847.927340286,2617632.78404029,Hunan,261,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.87583332061768,1582,342,0.103357874200594,0.0189702283469961,0.0347710350255269,431129,Hunan,431100,Hunan,TRUE,TRUE
268,Artamus fuscus,Jiangxi,2020,discovery_date,2020,2021,1,114.78,24.94,FALSE,FALSE,江西九连山,national,森林生态,1981,43.3629123508434,986349.492880631,2655949.17386891,Jiangxi,268,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.83193340301514,1763,579,0.316090936826047,0.0555181677950237,0.0727307499262645,360727,Jiangxi,360700,Jiangxi,TRUE,TRUE
275,Fringilla coelebs,Yunnan,2016,discovery_date,2016,2017,1,98.74,25.27,TRUE,TRUE,云南高黎贡山,national,森林生态,1983,0,-629643.522676757,2663751.9646757,Yunnan,275,TRUE,TRUE,TRUE,TRUE,观察拍摄,"",birdwatching,1.49828338623047,1423,1953,0.203671072863646,0.0414938965274204,0.0642392426901583,530502,Yunnan,530500,Yunnan,TRUE,TRUE
279,Coturnicops exquisitus,Yunnan,2003,discovery_date,2003,2004,1,100.35,25.3,FALSE,FALSE,巍宝山,local,森林生态,1988,7.29168900831351,-467689.686094754,2658175.4152692,Yunnan,279,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.48689994812012,818,2197,0.203671072863646,0.0414938965274204,0.0642392426901583,532925,Yunnan,532900,Yunnan,TRUE,TRUE
301,Artamus fuscus,Hunan,2022,discovery_date,2022,2025,3,111.56,25.57,FALSE,FALSE,永州都庞岭,national,森林生态,1982,15.9947353596484,657578.194747165,2698901.92173995,Hunan,301,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.87530002593994,1520,222,0.103357874200594,0.0189702283469961,0.0347710350255269,431124,Hunan,431100,Hunan,TRUE,TRUE
338,Sasia ochracea,Hunan,2017,discovery_date,2017,2018,1,109.83,26.07,FALSE,FALSE,湖南黄桑,national,森林生态,1982,27.1906188513483,481623.245856829,2744410.01798159,Hunan,338,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.57251663208008,1576,745,0.233121858022171,0.0366689971097029,0.0800731827586212,431230,Hunan,431200,Hunan,TRUE,TRUE
339,Phylloscopus affinis,Guangxi,2009,discovery_date,2009,2010,1,110.42,25.86,TRUE,TRUE,广西猫儿山,national,森林生态,1976,0,541672.788526239,2724152.0486241,Guangxi,339,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.27808332443237,1682,1388,0.233121858022171,0.0366689971097029,0.0800731827586212,450325,Guangxi,450300,Guangxi,TRUE,TRUE
341,Chalcophaps indica,Hunan,2017,discovery_date,2017,2018,1,111.59,25.95,FALSE,FALSE,湖南阳明山,national,森林生态,1984,30.2061213615372,657782.585266944,2741198.31899498,Hunan,341,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.58293333053589,1555,720,0.103357874200594,0.0189702283469961,0.0347710350255269,431102,Hunan,431100,Hunan,TRUE,TRUE
345,Phylloscopus tephrocephalus,Hunan,2015,discovery_date,2015,2016,1,113.63,25.9,FALSE,FALSE,湖南八面山,national,森林生态,1982,0.590794880381946,861435.594200649,2751269.16839667,Hunan,345,FALSE,TRUE,TRUE,TRUE,"","",unknown,1.72388324737549,1483,448,0.103357874200594,0.0189702283469961,0.0347710350255269,431027,Hunan,431000,Hunan,TRUE,TRUE
346,Rallina eurizonoides,Jiangxi,2006,discovery_date,2006,2009,3,114.08,25.9,FALSE,FALSE,江西齐云山,provincial,森林生态,1997,0.309554203025399,906231.826444251,2755275.24302289,Jiangxi,346,FALSE,TRUE,TRUE,TRUE,环志捕获,分布变化,professional_survey,1.61243324279785,1619,753,0.316090936826047,0.0555181677950237,0.0727307499262645,360725,Jiangxi,360700,Jiangxi,TRUE,TRUE
359,Falco cherrug,Yunnan,2016,discovery_date,2016,2018,2,99.92,26.47,FALSE,FALSE,石宝山,local,森林生态,1988,14.3246923405754,-504256.008283392,2790071.86760051,Yunnan,359,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.16473331451416,850,2708,0.203671072863646,0.0414938965274204,0.0642392426901583,532931,Yunnan,532900,Yunnan,TRUE,TRUE
362,Lanius collurioides,Sichuan,2014,discovery_date,2014,2017,3,101.53,26.65,FALSE,FALSE,四川攀枝花苏铁,national,野生植物,1983,1.86678850627195,-343822.832811267,2803207.70776289,Sichuan,362,FALSE,FALSE,TRUE,TRUE,"","",unknown,2.04623336791992,743,1227,0.203671072863646,0.0414938965274204,0.0642392426901583,510403,Sichuan,510400,Sichuan,TRUE,TRUE
363,Elanus caeruleus,Sichuan,2015,discovery_date,2015,2016,1,101.89,26.47,FALSE,FALSE,四川攀枝花苏铁,national,野生植物,1983,33.1947156719109,-308792.152536799,2782005.0549967,Sichuan,363,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.54448337554932,852,2100,0.172594181637433,0.0614651285579834,0.0502349422385811,510422,Sichuan,510400,Sichuan,TRUE,TRUE
372,Acridotheres tristis,Guizhou,2017,discovery_date,2017,2018,1,106.52,26.68,FALSE,FALSE,贵州金沙冷水河,local,森林生态,1992,95.5307167371564,150581.931836075,2801690.65100531,Guizhou,372,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.44686670303345,1132,1297,0.144323990786465,0.0298168180438408,0.0560273132062786,520115,Guizhou,520100,Guizhou,TRUE,TRUE
372,Charadrius atrifrons,Guizhou,2024,discovery_date,2024,2024,0,106.63,26.63,FALSE,FALSE,贵州金沙冷水河,local,森林生态,1992,103.943123831995,161569.732438097,2796298.82288508,Guizhou,372,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.44686670303345,1132,1297,0.144323990786465,0.0298168180438408,0.0560273132062786,520115,Guizhou,520100,Guizhou,TRUE,TRUE
372,Dendrocygna javanica,Guizhou,2020,discovery_date,2020,2021,1,106.65,26.51,FALSE,FALSE,贵州金沙冷水河,local,森林生态,1992,117.248852445083,163773.928412071,2782979.44567201,Guizhou,372,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.44686670303345,1132,1297,0.144323990786465,0.0298168180438408,0.0560273132062786,520111,Guizhou,520100,Guizhou,TRUE,TRUE
372,Emberiza rustica,Guizhou,2023,discovery_date,2023,2024,1,106.63,26.64,FALSE,FALSE,贵州金沙冷水河,local,森林生态,1992,102.890174427268,161551.459425165,2797411.70283198,Guizhou,372,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.44686670303345,1132,1297,0.144323990786465,0.0298168180438408,0.0560273132062786,520115,Guizhou,520100,Guizhou,TRUE,TRUE
372,Ficedula mugimaki,Guizhou,2017,discovery_date,2017,2019,2,106.68,26.54,FALSE,FALSE,贵州金沙冷水河,local,森林生态,1992,115.032020931001,166694.87120043,2786366.98329662,Guizhou,372,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.44686670303345,1132,1297,0.144323990786465,0.0298168180438408,0.0560273132062786,520102,Guizhou,520100,Guizhou,TRUE,TRUE
372,Mergus serrator,Guizhou,2023,discovery_date,2023,2024,1,106.48,26.44,FALSE,FALSE,乐宽苏铁,local,野生植物,2000,118.950672000782,147017.662403878,2774926.55633735,Guizhou,372,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.44686670303345,1132,1297,0.144323990786465,0.0298168180438408,0.0560273132062786,520111,Guizhou,520100,Guizhou,TRUE,TRUE
372,Tarsiger chrysaeus,Guizhou,2019,discovery_date,2019,2020,1,106.57,26.29,FALSE,FALSE,乐宽苏铁,local,野生植物,2000,103.462474251606,156221.010720717,2758383.02184731,Guizhou,372,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.44686670303345,1132,1297,0.144323990786465,0.0298168180438408,0.0560273132062786,520111,Guizhou,520100,Guizhou,TRUE,TRUE
373,Caprimulgus macrurus,Guizhou,2018,discovery_date,2018,2019,1,106.8,26.54,FALSE,FALSE,贵州金沙冷水河,local,森林生态,1992,119.530967669469,178600.386548022,2786575.66152114,Guizhou,373,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.46169996261597,1140,1159,0.144323990786465,0.0298168180438408,0.0560273132062786,520102,Guizhou,520100,Guizhou,TRUE,TRUE
376,Prinia atrogularis,Guizhou,2016,discovery_date,2016,2016,0,108.34,26.35,TRUE,TRUE,贵州雷公山,national,森林生态,1982,0,332069.521866909,2769406.3795456,Guizhou,376,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.5429666519165,1200,765,0.144323990786465,0.0298168180438408,0.0560273132062786,522632,Guizhou,522600,Guizhou,TRUE,TRUE
377,Acrocephalus bistrigiceps,Guizhou,2015,discovery_date,2015,2017,2,108.81,26.39,FALSE,FALSE,剑河鹅掌楸,local,野生植物,1986,34.9851564914808,378605.65480606,2775534.54696542,Guizhou,377,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.55930004119873,1267,701,0.144323990786465,0.0298168180438408,0.0560273132062786,522631,Guizhou,522600,Guizhou,TRUE,TRUE
386,Prinia atrogularis,Hunan,2015,discovery_date,2015,2016,1,113.73,26.01,TRUE,TRUE,湖南八面山,national,森林生态,1982,0,870318.73301803,2764314.53622049,Hunan,386,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.57194995880127,1595,710,0.103357874200594,0.0189702283469961,0.0347710350255269,431027,Hunan,431000,Hunan,TRUE,TRUE
387,Turdus boulboul,Jiangxi,2017,discovery_date,2017,2018,1,114.04,26.3,FALSE,FALSE,湖南炎陵桃源洞,national,森林生态,1982,1.01423829112128,898208.473348163,2799181.20315679,Jiangxi,387,FALSE,TRUE,TRUE,TRUE,"","",unknown,1.23218336105347,1860,1453,0.103357874200594,0.0189702283469961,0.0347710350255269,360827,Jiangxi,360800,Jiangxi,TRUE,TRUE
388,Lanius schach,Jiangxi,2008,discovery_date,2008,2009,1,114.4,26.25,FALSE,FALSE,江西白水仙,local,森林生态,2002,28.8933963079976,934398.545120783,2796968.17135544,Jiangxi,388,FALSE,FALSE,FALSE,FALSE,观察和拍摄,分布变化,birdwatching,1.72498340606689,1542,447,0.316090936826047,0.0555181677950237,0.0727307499262645,360827,Jiangxi,360800,Jiangxi,TRUE,TRUE
410,Emberiza pallasi,Guizhou,2014,discovery_date,2014,2014,0,104.25,26.85,TRUE,TRUE,贵州草海,national,湿地生态,1985,0,-74159.5024892757,2819746.25044297,Guizhou,410,TRUE,TRUE,TRUE,TRUE,"","",unknown,0.951833343505859,977,2430,0.144323990786465,0.0298168180438408,0.0560273132062786,520526,Guizhou,520500,Guizhou,TRUE,TRUE
410,Pelecanus crispus,Guizhou,2023,discovery_date,2023,2024,1,104.26,26.82,TRUE,TRUE,贵州草海,national,湿地生态,1985,0,-73195.6291729174,2816398.014706,Guizhou,410,TRUE,TRUE,TRUE,TRUE,"","",unknown,0.951833343505859,977,2430,0.144323990786465,0.0298168180438408,0.0560273132062786,520526,Guizhou,520500,Guizhou,TRUE,TRUE
414,Remiz consobrinus,Guizhou,2023,discovery_date,2023,2024,1,106.66,26.73,FALSE,FALSE,贵州金沙冷水河,local,森林生态,1992,94.5803778736955,164357.018002477,2807478.20909883,Guizhou,414,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.43613328933716,1094,1253,0.144323990786465,0.0298168180438408,0.0560273132062786,520113,Guizhou,520100,Guizhou,TRUE,TRUE
429,Ficedula elisae,Jiangxi,2010,discovery_date,2010,2012,2,114.16,26.57,TRUE,TRUE,江西井冈山,national,森林生态,1981,0,907330.741203709,2830181.46848987,Jiangxi,429,TRUE,TRUE,TRUE,TRUE,观察拍摄,缺乏调查,birdwatching,1.45830001831055,1680,840,0.316090936826047,0.0555181677950237,0.0727307499262645,360881,Jiangxi,360800,Jiangxi,TRUE,TRUE
429,Phylloscopus yunnanensis,Jiangxi,2011,discovery_date,2011,2012,1,114.16,26.57,TRUE,TRUE,江西井冈山,national,森林生态,1981,0,907330.741203709,2830181.46848987,Jiangxi,429,TRUE,TRUE,TRUE,TRUE,网捕,缺乏调查,professional_survey,1.45830001831055,1680,840,0.316090936826047,0.0555181677950237,0.0727307499262645,360881,Jiangxi,360800,Jiangxi,TRUE,TRUE
432,Acridotheres tristis,Jiangxi,2019,discovery_date,2019,2022,3,115.35,26.3,FALSE,FALSE,江西白云山-螺滩,local,森林生态,2007,52.9912541734883,1027927.33734946,2811888.98418541,Jiangxi,432,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.76336669921875,1628,365,0.316090936826047,0.0555181677950237,0.0727307499262645,360732,Jiangxi,360700,Jiangxi,TRUE,TRUE
440,Aythya nyroca,Fujian,2004,discovery_date,2004,2006,2,119.52,25.96,FALSE,FALSE,长乐海蚌,provincial,野生动物,1985,9.43553911615711,1445055.55070731,2826330.12654826,Fujian,440,FALSE,FALSE,FALSE,FALSE,观察,分布变化,birdwatching,1.89680004119873,1378,213,0.21065370838633,0.0363119075403054,0.0768936195034331,350112,Fujian,350100,Fujian,TRUE,TRUE
450,Charadrius atrifrons,Yunnan,2024,discovery_date,2024,2025,1,103.32,27.44,TRUE,TRUE,云南大山包,national,湿地生态,1990,0,-164998.240982222,2886620.87604795,Yunnan,450,TRUE,TRUE,TRUE,TRUE,"","",unknown,1.10511665344238,900,2267,0.203671072863646,0.0414938965274204,0.0642392426901583,530602,Yunnan,530600,Yunnan,TRUE,TRUE
454,Curruca curruca,Guizhou,2024,discovery_date,2024,2024,0,105.29,27.29,FALSE,FALSE,长江上游珍稀、特有鱼类,national,野生动物,1997,21.5188588187799,28532.0205001637,2868538.53245368,Guizhou,454,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.27046670913696,1043,1594,0.144323990786465,0.0298168180438408,0.0560273132062786,520502,Guizhou,520500,Guizhou,TRUE,TRUE
477,Alcedo hercules,Fujian,2006,discovery_date,2006,2006,0,117.3,26.51,TRUE,TRUE,福建龙栖山,national,森林生态,1984,0,1217795.48198065,2857152.17774779,Fujian,477,TRUE,TRUE,TRUE,TRUE,观察,分布变化,birdwatching,1.73334999084473,1749,525,0.21065370838633,0.0363119075403054,0.0768936195034331,350428,Fujian,350400,Fujian,TRUE,TRUE
479,Psilopogon faber,Fujian,2014,discovery_date,2014,2014,0,118.16,26.68,FALSE,FALSE,福建建瓯万木林,provincial,森林生态,1957,40.5653023808627,1299958.82625617,2886821.31496321,Fujian,479,FALSE,FALSE,FALSE,FALSE,"","",unknown,1.93929996490479,1669,257,0.21065370838633,0.0363119075403054,0.0768936195034331,350702,Fujian,350700,Fujian,TRUE,TRUE
489,Gavia arctica,Yunnan,2021,discovery_date,2021,2023,2,99.76,27.59,FALSE,FALSE,云南白马雪山,national,森林生态,1984,34.4418309107948,-513540.191473615,2915514.59715664,Yunnan,489,FALSE,FALSE,FALSE,FALSE,观察和拍摄,"",birdwatching,0.310899996757507,730,3902,0.203671072863646,0.0414938965274204,0.0642392426901583,533401,Yunnan,533400,Yunnan,TRUE,TRUE
489,Haliaeetus leucoryphus,Yunnan,2009,discovery_date,2009,2010,1,99.95,27.91,FALSE,FALSE,云南白马雪山,national,森林生态,1984,58.9690935651802,-493119.616303718,2950224.61650078,Yunnan,489,FALSE,FALSE,FALSE,FALSE,"","",unknown,0.310899996757507,730,3902,0.203671072863646,0.0414938965274204,0.0642392426901583,533401,Yunnan,533400,Yunnan,TRUE,TRUE
